"category","airbnb-link","rule","description","fixable","recommended","airbnb-level","airbnb-value"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-space-before-closing&btnI"", ""react/jsx-space-before-closing"")",,"",,"Off 🙈","[""off"",""always""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-array-index-key&btnI"", ""react/no-array-index-key"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/require-default-props&btnI"", ""react/require-default-props"")",,"",,"Error ⛔","[""error"",{""forbidDefaultForRequired"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/forbid-foreign-prop-types&btnI"", ""react/forbid-foreign-prop-types"")",,"",,"Warn ⚠️","[""warn"",{""allowInPropTypes"":true}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/void-dom-elements-no-children&btnI"", ""react/void-dom-elements-no-children"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/default-props-match-prop-types&btnI"", ""react/default-props-match-prop-types"")",,"",,"Error ⛔","[""error"",{""allowRequiredDefaults"":false}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-redundant-should-component-update&btnI"", ""react/no-redundant-should-component-update"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-unused-state&btnI"", ""react/no-unused-state"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/boolean-prop-naming&btnI"", ""react/boolean-prop-naming"")",,"",,"Off 🙈","[""off"",{""propTypeNames"":[""bool"",""mutuallyExclusiveTrueProps""],""rule"":""^(is|has)[A-Z]([A-Za-z0-9]?)+"",""message"":""""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-typos&btnI"", ""react/no-typos"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-curly-brace-presence&btnI"", ""react/jsx-curly-brace-presence"")",,"",,"Error ⛔","[""error"",{""props"":""never"",""children"":""never""}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-one-expression-per-line&btnI"", ""react/jsx-one-expression-per-line"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/destructuring-assignment&btnI"", ""react/destructuring-assignment"")",,"",,"Error ⛔","[""error"",""always""]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-access-state-in-setstate&btnI"", ""react/no-access-state-in-setstate"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/button-has-type&btnI"", ""react/button-has-type"")",,"",,"Error ⛔","[""error"",{""button"":true,""submit"":true,""reset"":false}]"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-child-element-spacing&btnI"", ""react/jsx-child-element-spacing"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/no-this-in-sfc&btnI"", ""react/no-this-in-sfc"")",,"",,"Error ⛔","error"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-max-depth&btnI"", ""react/jsx-max-depth"")",,"",,"Off 🙈","off"
"React",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+react/jsx-props-no-multi-spaces&btnI"", ""react/jsx-props-no-multi-spaces"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/anchor-has-content&btnI"", ""jsx-a11y/anchor-has-content"")",,"",,"Error ⛔","[""error"",{""components"":[]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/aria-role&btnI"", ""jsx-a11y/aria-role"")",,"",,"Error ⛔","[""error"",{""ignoreNonDom"":false}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/aria-props&btnI"", ""jsx-a11y/aria-props"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/aria-proptypes&btnI"", ""jsx-a11y/aria-proptypes"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/aria-unsupported-elements&btnI"", ""jsx-a11y/aria-unsupported-elements"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/alt-text&btnI"", ""jsx-a11y/alt-text"")",,"",,"Error ⛔","[""error"",{""elements"":[""img"",""object"",""area"",""input[type=\""image\""]""],""img"":[],""object"":[],""area"":[],""input[type=\""image\""]"":[]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/img-redundant-alt&btnI"", ""jsx-a11y/img-redundant-alt"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/label-has-for&btnI"", ""jsx-a11y/label-has-for"")",,"",,"Error ⛔","[""error"",{""components"":[],""required"":{""every"":[""nesting"",""id""]},""allowChildren"":false}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/mouse-events-have-key-events&btnI"", ""jsx-a11y/mouse-events-have-key-events"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-access-key&btnI"", ""jsx-a11y/no-access-key"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-onchange&btnI"", ""jsx-a11y/no-onchange"")",,"",,"Off 🙈","off"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/interactive-supports-focus&btnI"", ""jsx-a11y/interactive-supports-focus"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/role-has-required-aria-props&btnI"", ""jsx-a11y/role-has-required-aria-props"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/role-supports-aria-props&btnI"", ""jsx-a11y/role-supports-aria-props"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/tabindex-no-positive&btnI"", ""jsx-a11y/tabindex-no-positive"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/heading-has-content&btnI"", ""jsx-a11y/heading-has-content"")",,"",,"Error ⛔","[""error"",{""components"":[""""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/html-has-lang&btnI"", ""jsx-a11y/html-has-lang"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/lang&btnI"", ""jsx-a11y/lang"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-distracting-elements&btnI"", ""jsx-a11y/no-distracting-elements"")",,"",,"Error ⛔","[""error"",{""elements"":[""marquee"",""blink""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/scope&btnI"", ""jsx-a11y/scope"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/click-events-have-key-events&btnI"", ""jsx-a11y/click-events-have-key-events"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-static-element-interactions&btnI"", ""jsx-a11y/no-static-element-interactions"")",,"",,"Error ⛔","[""error"",{""handlers"":[""onClick"",""onMouseDown"",""onMouseUp"",""onKeyPress"",""onKeyDown"",""onKeyUp""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-noninteractive-element-interactions&btnI"", ""jsx-a11y/no-noninteractive-element-interactions"")",,"",,"Error ⛔","[""error"",{""handlers"":[""onClick"",""onMouseDown"",""onMouseUp"",""onKeyPress"",""onKeyDown"",""onKeyUp""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/accessible-emoji&btnI"", ""jsx-a11y/accessible-emoji"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/aria-activedescendant-has-tabindex&btnI"", ""jsx-a11y/aria-activedescendant-has-tabindex"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/iframe-has-title&btnI"", ""jsx-a11y/iframe-has-title"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-autofocus&btnI"", ""jsx-a11y/no-autofocus"")",,"",,"Error ⛔","[""error"",{""ignoreNonDOM"":true}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-redundant-roles&btnI"", ""jsx-a11y/no-redundant-roles"")",,"",,"Error ⛔","error"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/media-has-caption&btnI"", ""jsx-a11y/media-has-caption"")",,"",,"Error ⛔","[""error"",{""audio"":[],""video"":[],""track"":[]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-interactive-element-to-noninteractive-role&btnI"", ""jsx-a11y/no-interactive-element-to-noninteractive-role"")",,"",,"Error ⛔","[""error"",{""tr"":[""none"",""presentation""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-noninteractive-element-to-interactive-role&btnI"", ""jsx-a11y/no-noninteractive-element-to-interactive-role"")",,"",,"Error ⛔","[""error"",{""ul"":[""listbox"",""menu"",""menubar"",""radiogroup"",""tablist"",""tree"",""treegrid""],""ol"":[""listbox"",""menu"",""menubar"",""radiogroup"",""tablist"",""tree"",""treegrid""],""li"":[""menuitem"",""option"",""row"",""tab"",""treeitem""],""table"":[""grid""],""td"":[""gridcell""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/no-noninteractive-tabindex&btnI"", ""jsx-a11y/no-noninteractive-tabindex"")",,"",,"Error ⛔","[""error"",{""tags"":[],""roles"":[""tabpanel""]}]"
"React A11y",,"=HYPERLINK(""https://www.google.com/search?q=eslint+rule+jsx-a11y/anchor-is-valid&btnI"", ""jsx-a11y/anchor-is-valid"")",,"",,"Error ⛔","[""error"",{""components"":[""Link""],""specialLink"":[""to""],""aspects"":[""noHref"",""invalidHref"",""preferButton""]}]"
